tipo,pregunta,respuesta
P4,Dime el género o el tópico principal del libro Alligatore,Graphic novels
P4,Dime el género o el tópico principal del libro You must change your life,"Anthropomorphism, Philosophical anthropology"
P4,Dime el género o el tópico principal del libro Epitafios,"Anecdotes, Epitaphs, Spanish wit and humor"
P4,Dime el género o el tópico principal del libro Raoul Hausmann,"Artistic Photography, Exhibitions, Photographers"
P4,Dime el género o el tópico principal del libro Konfrontationen,"History, Intellectual life, Modern Architecture"
P4,Dime el género o el tópico principal del libro Um imaginário europeu,"Civilization, Modern, Identity (Psychology), Modern Civilization"
P4,Dime el género o el tópico principal del libro La rebelión de las masas,"Civilization, Proletariat, Proletariate"
P4,Dime el género o el tópico principal del libro Bayernbuch,German literature
P4,Dime el género o el tópico principal del libro Vallfart till Trubadurien och Toscana,"Description and travel, Troubadours"
P4,Dime el género o el tópico principal del libro Odiare l'odio,"Hate, Racism, Social aspects"
P4,Dime el género o el tópico principal del libro Martwa natura z wędzidłem,Dutch Art
P4,Dime el género o el tópico principal del libro Tout au bout de la mer,"Amours, Bereavement, Mariage"
P4,Dime el género o el tópico principal del libro Güle güle,Travel
P4,Dime el género o el tópico principal del libro Autobiografia di un cattolico marginale,"Benedictines, Biography, Correspondence"
P4,Dime el género o el tópico principal del libro His bodyguard,"Crime, Drama, Man-woman relationships"
P4,"Dime el género o el tópico principal del libro Zwei Lebenswege, eine Debatte","Austrian Authors, Interviews, Politicians"
P4,Dime el género o el tópico principal del libro Sir Percy leads the band,"Fiction, History, Sir Blakeney, Percy (Fictitious character)"
P4,"Dime el género o el tópico principal del libro Robert De Niro, Sr.,1922-1993",Exhibitions
P4,Dime el género o el tópico principal del libro De schilder en zijn model,Dutch fiction
P4,Dime el género o el tópico principal del libro Lettre à D.,"Journalists, Love in literature, Married people"
P4,Dime el género o el tópico principal del libro Nos passos de Magalhães,"Travel, Voyages around the world"
P4,Dime el género o el tópico principal del libro Politik und Gesellschaft im Kaiserreich,"Germany, politics and government, 1871-1918, History, Politics and government"
P5,Dime alguna editorial que haya publicado el libro Dieu ne se laisse pas chasser,"Apostolat des éditions, Editions Paulines"
P5,Dime alguna editorial que haya publicado el libro Großes Bundesverdienstkreuz,"AutorenEdition, Rowohlt, Steidl"
P5,Dime alguna editorial que haya publicado el libro Im Leuchtkäferlicht (German Edition),Allitera Verlag
P5,Dime alguna editorial que haya publicado el libro Día y noche de Madrid,Cátedra
P5,Dime alguna editorial que haya publicado el libro Odiare l'odio,Rizzoli
P5,"Dime alguna editorial que haya publicado el libro Bunt, sozial, brutal",Verlag Anton Pustet
P5,Dime alguna editorial que haya publicado el libro Buyuk Dedem ve Ben,Is Bankasi Kültür Yayinlari
P5,Dime alguna editorial que haya publicado el libro Lilo and Stitch Libro de Colorear,Independently Published
P5,Dime alguna editorial que haya publicado el libro Doctor Pascal,Independently Published
P5,Dime alguna editorial que haya publicado el libro La Guerre Du Sommeil,Editions Verdier
P5,Dime alguna editorial que haya publicado el libro Suske en Wiske De Straatridder,Standaard Uitgeverij
P5,Dime alguna editorial que haya publicado el libro Virvlar och spår,Bonniers
P5,Dime alguna editorial que haya publicado el libro Philosophical Anthropology,"De Gruyter, Inc., Ontos Verlag, de Gruyter GmbH, Walter"
P5,Dime alguna editorial que haya publicado el libro Lexikon der nervigsten Dinge und ätzendsten Typen,Droemer Knaur
P5,Dime alguna editorial que haya publicado el libro Parientes Pobres Del Diablo / Poor Relations of the Devil,TusQuets
P5,Dime alguna editorial que haya publicado el libro Róza Palatynu,Wydaw. literackie
P5,Dime alguna editorial que haya publicado el libro The church and the left,University of Chicago Press
P5,Dime alguna editorial que haya publicado el libro EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN,Notorious Ediciones
P5,Dime alguna editorial que haya publicado el libro HBR's 10 Must Reads on Managing Yourself,Harvard Business Review Press
P5,Dime alguna editorial que haya publicado el libro Dom. Cz. 2,Muza
P5,Dime alguna editorial que haya publicado el libro Przyszłego roku w jeruzalem,Wydawnictwo
P5,"Dime alguna editorial que haya publicado el libro Little Red Hen, the (Favourite Tales Collection)",Ladybird Books
P5,Dime alguna editorial que haya publicado el libro The Kill Call,Harper
P5,Dime alguna editorial que haya publicado el libro Basic Income,Harvard University Press
P5,"Dime alguna editorial que haya publicado el libro Henrik Gabriel Porthan, Peter Frederik Suhm, Rasmus Nyerup","Det Danske sprog- og iitteraturselskab, Det danske Sprog- og Litteraturselskab"
P5,Dime alguna editorial que haya publicado el libro Das grosse Roda Roda Album,Österreichische Staatsdruckerei
P5,Dime alguna editorial que haya publicado el libro Geometrie der Töne. Elemente der Mathematischen Musiktheorie,Birkhäuser Verlag
P5,Dime alguna editorial que haya publicado el libro Cave canem,Hobby & work
P5,Dime alguna editorial que haya publicado el libro Jonas och draken,"Askild & Kärnekull, Seelig]"
P5,Dime alguna editorial que haya publicado el libro El futuro no es lo que era,Aguilar
P5,Dime alguna editorial que haya publicado el libro THOMAS HARDY,VIKING
P5,Dime alguna editorial que haya publicado el libro A critical edition of the theatrical works of Góngora,National Library of Canada
P5,Dime alguna editorial que haya publicado el libro Novelle per Marzia Leonarda,Marsilio Editori
P5,"Dime alguna editorial que haya publicado el libro Wolken, Heim",Philipp Reclam jun.
P5,Dime alguna editorial que haya publicado el libro Estudos sobre concessões e outros actos da administração,Almedina
P5,"Dime alguna editorial que haya publicado el libro Deutsche Erzaehler des 20. Jahrhunderts, Band 2, Von Arthur Schnitzler bis Robert Musil",Manesse-Verlag
P5,Dime alguna editorial que haya publicado el libro Frank Heller som radiodramatiker,Pelotard Press
P5,Dime alguna editorial que haya publicado el libro New mission for a new people,Friendship Press
P5,Dime alguna editorial que haya publicado el libro Three Films,Faber and Faber
P5,Dime alguna editorial que haya publicado el libro Monsieur,"Dalkey Archive Pr, Dalkey Archive Press, Editions de Minuit, Inostranka, Marion Boyars"
P5,Dime alguna editorial que haya publicado el libro Wo ist Carlos Montúfar?,Rowohlt Taschenbuch Verla
P5,Dime alguna editorial que haya publicado el libro Attack and Defence in Modern Chess Tactics,Routledge & Kegan Paul PLC
P5,"Dime alguna editorial que haya publicado el libro Sentencia del Ayatola, La",Vergara Editor S.A.
P5,"Dime alguna editorial que haya publicado el libro Diario De Una, Ninformana",
P5,Dime alguna editorial que haya publicado el libro Tercer libro de crónicas,DEBOLSILLO
P5,"Dime alguna editorial que haya publicado el libro O limite de Rudzky, e outras histórias",Caminho
P5,Dime alguna editorial que haya publicado el libro The Men who made the movies,"Atheneum, Elm Tree Books, I.R. Dee, Penguin Books, Limited"
P5,Dime alguna editorial que haya publicado el libro Il bassotto e la regina,Einaudi
P5,Dime alguna editorial que haya publicado el libro Strażnik,Społeczny Instytut Wydawniczy Znak
P5,Dime alguna editorial que haya publicado el libro Cops and robbers,"Altea S a Ediciones, Collins Audio, Edizioni EL, Egmont Childrens Books, Greenwillow Books, Heinemann, Longman, Mammoth, Puffin Books, TempoReed, William Morrow"
P5,Dime alguna editorial que haya publicado el libro Denkzettel,Kindler
P5,Dime alguna editorial que haya publicado el libro Je t'aime Kirk,Florent Massot
P5,Dime alguna editorial que haya publicado el libro Iohannis Iacobi Frey ... Commentatio de Mvntmannis Qva Simvl Qvid Mvndebvrdivm Fverit Vberivs Ostenditvr...,"Creative Media Partners, LLC"
P5,Dime alguna editorial que haya publicado el libro Largo Winch et la Forteresse de Makiling,Mercure De France
P5,Dime alguna editorial que haya publicado el libro Mendicanti e miserabili nell'Europa moderna (1350-1600),Laterza
P5,Dime alguna editorial que haya publicado el libro Gott finden in allen Dingen,Druck- und Verlagshaus Thaur
P5,Dime alguna editorial que haya publicado el libro Jij bent mijn schat,Lebowski
P5,Dime alguna editorial que haya publicado el libro Überlebensstrategien für Frauen. Pocket- Guide Frauenzeit,Orell Füssli
P5,Dime alguna editorial que haya publicado el libro Les dandys de Manningham,Actes Sud
P5,Dime alguna editorial que haya publicado el libro KopfSteinPflasterEchos,Klaus Bielefeld Verlag
P5,Dime alguna editorial que haya publicado el libro Explicações de Português,"Assírio & Alvim, Porto Editora"
P5,Dime alguna editorial que haya publicado el libro Le mythe de la baronne Mélanie,Ides et Calendes
P5,Dime alguna editorial que haya publicado el libro O canto dos fantasmas,Publicações Dom Quixote
P5,Dime alguna editorial que haya publicado el libro Conjectures and refutations,"Brand: HarperCollins Publishers, Creative Media Partners, LLC, Ediciones Paidos Iberica, Harper & Row, HarperCollins Publishers, PAYOT, Payot, Routledge, Taylor & Francis Group, University of Chicago Press"
P5,"Dime alguna editorial que haya publicado el libro Nach der ""Stunde Null""",Herbert Utz
P5,Dime alguna editorial que haya publicado el libro Avrupa'da Insan Haklari,Iletisim Yayincilik
P5,Dime alguna editorial que haya publicado el libro Der Vogel auf dem Tisch,Die Arche
P5,"Dime alguna editorial que haya publicado el libro Texas Rangers, the (Bob & Bobette)","Harveys Books, Ravette"
P5,Dime alguna editorial que haya publicado el libro Muerte en Venencia/ Death in Venencia (Peliculas),Ediciones Paidos Iberica
P5,Dime alguna editorial que haya publicado el libro T︠S︡vety zla ; Stikhotvorenii︠a︡ v proze ; Dnevniki,"""Vysshai︠a︡ shkola"""
P5,Dime alguna editorial que haya publicado el libro História do pensamento político ocidental,Almedina
P5,Dime alguna editorial que haya publicado el libro Building a Smarter Community,"ESRI, Incorporated"
P5,Dime alguna editorial que haya publicado el libro Les belles fidèles,"Centre de traduction littéraire, Université de Lausanne"
P5,Dime alguna editorial que haya publicado el libro Seid verschlungen Billionen -,Tributsch
P5,Dime alguna editorial que haya publicado el libro Livro da dança,Assírio & Alvim
P5,Dime alguna editorial que haya publicado el libro Hairdressing and Barbering : Level 1,Taylor & Francis Group
P5,Dime alguna editorial que haya publicado el libro ESTE LIBRO ARDE ENTRE MIS MANOS,"Huerga y Fierro Editores, S.L.U."
P5,Dime alguna editorial que haya publicado el libro Fuori,Rizzoli
P5,Dime alguna editorial que haya publicado el libro Yvain,"Flammarion, Larousse, Librairie Générale Française, Livre de Poche, Manchester University Press, Yale University Press"
P5,Dime alguna editorial que haya publicado el libro The way,"Doubleday, Scepter, Scepter Publishers"
P5,Dime alguna editorial que haya publicado el libro Lecciones de asesinos expertos,"La esfera cultural, Lulu.com"
P5,Dime alguna editorial que haya publicado el libro Collected Stories,Penguin Random House
P5,Dime alguna editorial que haya publicado el libro Um imaginário europeu,Caminho
P5,Dime alguna editorial que haya publicado el libro Personal Certainty,Angelico Press
P5,Dime alguna editorial que haya publicado el libro O mar que a gente faz,Saída de Emergência Edições
P5,Dime alguna editorial que haya publicado el libro Gilliam on Gilliam (Directors on Directors),Faber & Faber
P5,Dime alguna editorial que haya publicado el libro Rozmowy zagraniczne 1979-2003,Wydawnictwo Literackie
P5,Dime alguna editorial que haya publicado el libro Großvater und die Schmuggler,Hanser
P5,Dime alguna editorial que haya publicado el libro Sepharad '92,[s.n.]
P5,Dime alguna editorial que haya publicado el libro Norrlands akvavit,"Norstedt, Norstedts"
P5,Dime alguna editorial que haya publicado el libro Thomas and Mary,Penguin Random House
P5,Dime alguna editorial que haya publicado el libro Fractals,"Films for the Humanities & Sciences, Spektrum"
P5,Dime alguna editorial que haya publicado el libro Judge Savage,Penguin Random House
P5,"Dime alguna editorial que haya publicado el libro Trial and Speeches of Alexander Berkman and Emma Goldman in the United States District Court, in the City of New York, July, 1917","Adamant Media Corporation, Creative Media Partners, LLC"
P5,Dime alguna editorial que haya publicado el libro Dr Wächtersämmi und anderi Gschichte,Sauerländer
P5,Dime alguna editorial que haya publicado el libro Az angol lobogó,Magvető
P5,"Dime alguna editorial que haya publicado el libro Le Corbusier, voyages, royonnement international",La Foundation
P5,"Dime alguna editorial que haya publicado el libro Vegetation and Land Use in the Math.ews Range Area, Samburu-District, Kenya","Gebruder Borntraeger Verlagsbuchhandlung, Science Publishers"
P5,Dime alguna editorial que haya publicado el libro Grossvater und Halbbruder,Ammann
P5,Dime alguna editorial que haya publicado el libro Alla de stillsamma döda,Norstedts Pocket
