tipo,pregunta,respuesta
P5,Dime el género o el tópico principal del libro Ostatni papież,"Assassination, Death and burial, Fiction"
P5,Dime el género o el tópico principal del libro L' homme qui regardait passer les trains,"Fiction, Identity (Pyschology), Murder"
P5,Dime el género o el tópico principal del libro Vaya país,"Foreign public opinion, Politics and government, Social life and customs"
P5,Dime el género o el tópico principal del libro Austro-Marxism : The Ideology of Unity. Volume II : Changing the World,"Austria, politics and government, Socialism, Socialists"
P5,Dime el género o el tópico principal del libro Romanen om utvandrarna,"Emigration and immigration, Fiction"
P5,Dime el género o el tópico principal del libro Arte Lancia,"Art, Spanish, Spanish Art"
P5,Dime el género o el tópico principal del libro Riccardino,"Investigation, Murder, Romance literature"
P5,"Dime el género o el tópico principal del libro Effata Apriti - Lettera per il Programma Pastorale ""Comunicare""","Catholic Church, Communication, Religious aspects"
P5,Dime el género o el tópico principal del libro Making Italian America,"Italians, united states, United states, social life and customs"
P5,"Dime el género o el tópico principal del libro Les ombres ; proses de ""La rosa vera"" ; altres proses disperses",Criticism and interpretation
P5,Dime el género o el tópico principal del libro Zgodbe iz Nemčije,"Fiction, anthologies (multiple authors), Neuroticism, Short stories"
P5,Dime el género o el tópico principal del libro The Non-Aligned Movement and the Cold War,"Cold war, Nonalignment, World politics, 1945-"
P5,Dime el género o el tópico principal del libro Real Life of Laurence Olivier,"Great britain, biography, Olivier, laurence, 1907-1989, Theater, biography"
P5,Dime el género o el tópico principal del libro El laberinto del lenguaje,"Language and languages, Linguistic analysis (Linguistics), Philosophy"
P5,Dime el género o el tópico principal del libro Neue Schweizer Standpunkte,"Criticism and interpretation, Swiss Authors"
P5,Dime el género o el tópico principal del libro Virginia Woolf,"Woolf, virginia, 1882-1941"
P5,Dime el género o el tópico principal del libro Bruit des nuages,"Flight in art, Modern Art, Philosophy"
P5,Dime el género o el tópico principal del libro Obras Completas,"Cartas espanolas, Epoca clasica, Poesía española"
P5,Dime el género o el tópico principal del libro Ausserirdische Zwitterwesen =,"Dandyism in literature, Painting, Philosophy"
P5,Dime el género o el tópico principal del libro The history of the Incas,"Discovery and exploration, History, Incas"
P5,Dime el género o el tópico principal del libro Dragons at Crumbling Castle,"Children's fiction, Humorous stories, Short stories"
P5,Dime el género o el tópico principal del libro Orwell on Truth,"Political science, philosophy, Truth, Truthfulness and falsehood"
P5,Dime el género o el tópico principal del libro Briefe an den Reichtum,"Psychological aspects, Social aspects, Wealth"
P5,Dime el género o el tópico principal del libro Extended Phenotype,"Gene expression, Genetics, Natural selection"
P5,Dime el género o el tópico principal del libro The middle-game in chess,"Chess, Collections of games, Middle games"
P5,Dime el género o el tópico principal del libro Myth and meaning,"Ethnophilosophy, Mythology, Structural anthropology"
P5,Dime el género o el tópico principal del libro Mach keini Schprüch,"German poetry, Swiss poetry (German)"
P5,Dime el género o el tópico principal del libro Der Judaskuss,"Erinnerung, Kolonialkrieg, Militärarzt"
P5,Dime el género o el tópico principal del libro Der Fluch des neuen Jahrtausends,"Crisis management, Modern History, World politics"
P5,Dime el género o el tópico principal del libro The Dragon Book,"Dragons, Fantasy, Fiction"
P5,Dime el género o el tópico principal del libro La vie politique en Allemagne fédérale,"Politics and government, Politique et gouvernement"
P5,Dime el género o el tópico principal del libro Feuerkraut,"Biography, Jewish communists, Jewish women"
P5,Dime el género o el tópico principal del libro Zu den heiligen Quellen des Islam.,"Biography, Muslim pilgrims and pilgrimages, Travel"
P5,Dime el género o el tópico principal del libro Giusnaturalismo e positivismo giuridico,"Jurisprudence, Legal positivism, Natural law"
P5,Dime el género o el tópico principal del libro Die inszenierte Polarisierung,"Communication in politics, Elections, Germany (West)"
P5,Dime el género o el tópico principal del libro Het verloren geld van de Coburgs,"Biography, Economic conditions, Kings and rulers"
P5,Dime el género o el tópico principal del libro Parler aux français,Politics and government
P5,Dime el género o el tópico principal del libro Das Heimatlos,"History and criticism, Homeland in literature, Swiss literature (German)"
P5,Dime el género o el tópico principal del libro Ghost Stories,"ghost stories, ghost story, ghosts"
P5,Dime el género o el tópico principal del libro Microcosmic Tales,"American Science fiction, English Science fiction, Science fiction"
P5,Dime el género o el tópico principal del libro Ferrari,"Automobile engineers, Biography, Ferrari automobile"
P5,Dime el género o el tópico principal del libro The Cobra's Heart,"Africa, description and travel"
P5,Dime el género o el tópico principal del libro Gilliam on Gilliam (Directors on Directors),"Monty python (comedy troupe), Motion picture producers and directors"
P5,Dime el género o el tópico principal del libro 75 Jahre aus bewegter Zeit,"Biography, Politics and government, Presidents"
P5,Dime el género o el tópico principal del libro Jeszcze dzień życia,"Biography, History, Journalists"
P5,Dime el género o el tópico principal del libro Amores e saudades de um português arreliado,Love
P5,Dime el género o el tópico principal del libro Hojdalka dychannja,"Arbeitslager, Deportation, Mann"
P5,Dime el género o el tópico principal del libro Soul Music,"Discworld (Imaginary place), Fantasy, Ficción"
P5,Dime el género o el tópico principal del libro Del lenguaje,Language and languages
P5,Dime el género o el tópico principal del libro Petticoat rule,"Fiction, Fiction, general, History"
P5,Dime el género o el tópico principal del libro Życie moje cudowne--,"Diaries, Polish Authors"
P5,Dime el género o el tópico principal del libro Ação humana,"Ação social, Economia politica (teoria e filosofia), Filosofia social"
P5,Dime el género o el tópico principal del libro Ser quinto,"Ficción juvenil, Fiction, Juguetes"
P5,Dime el género o el tópico principal del libro Tristes Tropiques,"Brazil, description and travel, Description and travel, Indians of south america"
P5,Dime el género o el tópico principal del libro Dreams and Nightmares,"Motion pictures, history"
P5,Dime el género o el tópico principal del libro Sara Videbeck-The Chapel (Library of Scandinavian Literature Tr. from Swedish),Fiction
P5,Dime el género o el tópico principal del libro ABC,"Animals, Children's poetry, Portuguese, Juvenile poetry"
P5,Dime el género o el tópico principal del libro Alligatore,Graphic novels
P5,Dime el género o el tópico principal del libro You must change your life,"Anthropomorphism, Philosophical anthropology"
P5,Dime el género o el tópico principal del libro Epitafios,"Anecdotes, Epitaphs, Spanish wit and humor"
P5,Dime el género o el tópico principal del libro Raoul Hausmann,"Artistic Photography, Exhibitions, Photographers"
P5,Dime el género o el tópico principal del libro Konfrontationen,"History, Intellectual life, Modern Architecture"
P5,Dime el género o el tópico principal del libro Um imaginário europeu,"Civilization, Modern, Identity (Psychology), Modern Civilization"
P5,Dime el género o el tópico principal del libro La rebelión de las masas,"Civilization, Proletariat, Proletariate"
P5,Dime el género o el tópico principal del libro Bayernbuch,German literature
P5,Dime el género o el tópico principal del libro Vallfart till Trubadurien och Toscana,"Description and travel, Troubadours"
P5,Dime el género o el tópico principal del libro Odiare l'odio,"Hate, Racism, Social aspects"
P5,Dime el género o el tópico principal del libro Martwa natura z wędzidłem,Dutch Art
P5,Dime el género o el tópico principal del libro Tout au bout de la mer,"Amours, Bereavement, Mariage"
P5,Dime el género o el tópico principal del libro Güle güle,Travel
P5,Dime el género o el tópico principal del libro Autobiografia di un cattolico marginale,"Benedictines, Biography, Correspondence"
P5,Dime el género o el tópico principal del libro His bodyguard,"Crime, Drama, Man-woman relationships"
P5,"Dime el género o el tópico principal del libro Zwei Lebenswege, eine Debatte","Austrian Authors, Interviews, Politicians"
P5,Dime el género o el tópico principal del libro Sir Percy leads the band,"Fiction, History, Sir Blakeney, Percy (Fictitious character)"
P5,"Dime el género o el tópico principal del libro Robert De Niro, Sr.,1922-1993",Exhibitions
P5,Dime el género o el tópico principal del libro De schilder en zijn model,Dutch fiction
P5,Dime el género o el tópico principal del libro Lettre à D.,"Journalists, Love in literature, Married people"
P5,Dime el género o el tópico principal del libro Nos passos de Magalhães,"Travel, Voyages around the world"
P5,Dime el género o el tópico principal del libro Politik und Gesellschaft im Kaiserreich,"Germany, politics and government, 1871-1918, History, Politics and government"
P6,Dime alguna editorial que haya publicado el libro Dieu ne se laisse pas chasser,"Apostolat des éditions, Editions Paulines"
P6,Dime alguna editorial que haya publicado el libro Großes Bundesverdienstkreuz,"AutorenEdition, Rowohlt, Steidl"
P6,Dime alguna editorial que haya publicado el libro Im Leuchtkäferlicht (German Edition),Allitera Verlag
P6,Dime alguna editorial que haya publicado el libro Día y noche de Madrid,Cátedra
P6,Dime alguna editorial que haya publicado el libro Odiare l'odio,Rizzoli
P6,"Dime alguna editorial que haya publicado el libro Bunt, sozial, brutal",Verlag Anton Pustet
P6,Dime alguna editorial que haya publicado el libro Buyuk Dedem ve Ben,Is Bankasi Kültür Yayinlari
P6,Dime alguna editorial que haya publicado el libro Lilo and Stitch Libro de Colorear,Independently Published
P6,Dime alguna editorial que haya publicado el libro Doctor Pascal,Independently Published
P6,Dime alguna editorial que haya publicado el libro La Guerre Du Sommeil,Editions Verdier
P6,Dime alguna editorial que haya publicado el libro Suske en Wiske De Straatridder,Standaard Uitgeverij
P6,Dime alguna editorial que haya publicado el libro Virvlar och spår,Bonniers
P6,Dime alguna editorial que haya publicado el libro Philosophical Anthropology,"De Gruyter, Inc., Ontos Verlag, de Gruyter GmbH, Walter"
P6,Dime alguna editorial que haya publicado el libro Lexikon der nervigsten Dinge und ätzendsten Typen,Droemer Knaur
P6,Dime alguna editorial que haya publicado el libro Parientes Pobres Del Diablo / Poor Relations of the Devil,TusQuets
P6,Dime alguna editorial que haya publicado el libro Róza Palatynu,Wydaw. literackie
P6,Dime alguna editorial que haya publicado el libro The church and the left,University of Chicago Press
P6,Dime alguna editorial que haya publicado el libro EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN,Notorious Ediciones
P6,Dime alguna editorial que haya publicado el libro HBR's 10 Must Reads on Managing Yourself,Harvard Business Review Press
P6,Dime alguna editorial que haya publicado el libro Dom. Cz. 2,Muza
P6,Dime alguna editorial que haya publicado el libro Przyszłego roku w jeruzalem,Wydawnictwo
P6,"Dime alguna editorial que haya publicado el libro Little Red Hen, the (Favourite Tales Collection)",Ladybird Books
P6,Dime alguna editorial que haya publicado el libro The Kill Call,Harper
P6,Dime alguna editorial que haya publicado el libro Basic Income,Harvard University Press
P6,"Dime alguna editorial que haya publicado el libro Henrik Gabriel Porthan, Peter Frederik Suhm, Rasmus Nyerup","Det Danske sprog- og iitteraturselskab, Det danske Sprog- og Litteraturselskab"
P6,Dime alguna editorial que haya publicado el libro Das grosse Roda Roda Album,Österreichische Staatsdruckerei
P6,Dime alguna editorial que haya publicado el libro Geometrie der Töne. Elemente der Mathematischen Musiktheorie,Birkhäuser Verlag
P6,Dime alguna editorial que haya publicado el libro Cave canem,Hobby & work
P6,Dime alguna editorial que haya publicado el libro Jonas och draken,"Askild & Kärnekull, Seelig]"
P6,Dime alguna editorial que haya publicado el libro El futuro no es lo que era,Aguilar
P6,Dime alguna editorial que haya publicado el libro THOMAS HARDY,VIKING
P6,Dime alguna editorial que haya publicado el libro A critical edition of the theatrical works of Góngora,National Library of Canada
P6,Dime alguna editorial que haya publicado el libro Novelle per Marzia Leonarda,Marsilio Editori
P6,"Dime alguna editorial que haya publicado el libro Wolken, Heim",Philipp Reclam jun.
P6,Dime alguna editorial que haya publicado el libro Estudos sobre concessões e outros actos da administração,Almedina
P6,"Dime alguna editorial que haya publicado el libro Deutsche Erzaehler des 20. Jahrhunderts, Band 2, Von Arthur Schnitzler bis Robert Musil",Manesse-Verlag
P6,Dime alguna editorial que haya publicado el libro Frank Heller som radiodramatiker,Pelotard Press
P6,Dime alguna editorial que haya publicado el libro New mission for a new people,Friendship Press
P6,Dime alguna editorial que haya publicado el libro Three Films,Faber and Faber
P6,Dime alguna editorial que haya publicado el libro Monsieur,"Dalkey Archive Pr, Dalkey Archive Press, Editions de Minuit, Inostranka, Marion Boyars"
P6,Dime alguna editorial que haya publicado el libro Wo ist Carlos Montúfar?,Rowohlt Taschenbuch Verla
P6,Dime alguna editorial que haya publicado el libro Attack and Defence in Modern Chess Tactics,Routledge & Kegan Paul PLC
P6,"Dime alguna editorial que haya publicado el libro Sentencia del Ayatola, La",Vergara Editor S.A.
P6,"Dime alguna editorial que haya publicado el libro Diario De Una, Ninformana",nan
P6,Dime alguna editorial que haya publicado el libro Tercer libro de crónicas,DEBOLSILLO
P6,"Dime alguna editorial que haya publicado el libro O limite de Rudzky, e outras histórias",Caminho
P6,Dime alguna editorial que haya publicado el libro The Men who made the movies,"Atheneum, Elm Tree Books, I.R. Dee, Penguin Books, Limited"
P6,Dime alguna editorial que haya publicado el libro Il bassotto e la regina,Einaudi
P6,Dime alguna editorial que haya publicado el libro Strażnik,Społeczny Instytut Wydawniczy Znak
P6,Dime alguna editorial que haya publicado el libro Cops and robbers,"Altea S a Ediciones, Collins Audio, Edizioni EL, Egmont Childrens Books, Greenwillow Books, Heinemann, Longman, Mammoth, Puffin Books, TempoReed, William Morrow"
P6,Dime alguna editorial que haya publicado el libro Denkzettel,Kindler
P6,Dime alguna editorial que haya publicado el libro Je t'aime Kirk,Florent Massot
P6,Dime alguna editorial que haya publicado el libro Iohannis Iacobi Frey ... Commentatio de Mvntmannis Qva Simvl Qvid Mvndebvrdivm Fverit Vberivs Ostenditvr...,"Creative Media Partners, LLC"
P6,Dime alguna editorial que haya publicado el libro Largo Winch et la Forteresse de Makiling,Mercure De France
P6,Dime alguna editorial que haya publicado el libro Mendicanti e miserabili nell'Europa moderna (1350-1600),Laterza
P6,Dime alguna editorial que haya publicado el libro Gott finden in allen Dingen,Druck- und Verlagshaus Thaur
P6,Dime alguna editorial que haya publicado el libro Jij bent mijn schat,Lebowski
P6,Dime alguna editorial que haya publicado el libro Überlebensstrategien für Frauen. Pocket- Guide Frauenzeit,Orell Füssli
P6,Dime alguna editorial que haya publicado el libro Les dandys de Manningham,Actes Sud
P6,Dime alguna editorial que haya publicado el libro KopfSteinPflasterEchos,Klaus Bielefeld Verlag
P6,Dime alguna editorial que haya publicado el libro Explicações de Português,"Assírio & Alvim, Porto Editora"
P6,Dime alguna editorial que haya publicado el libro Le mythe de la baronne Mélanie,Ides et Calendes
P6,Dime alguna editorial que haya publicado el libro O canto dos fantasmas,Publicações Dom Quixote
P6,Dime alguna editorial que haya publicado el libro Conjectures and refutations,"Brand: HarperCollins Publishers, Creative Media Partners, LLC, Ediciones Paidos Iberica, Harper & Row, HarperCollins Publishers, PAYOT, Payot, Routledge, Taylor & Francis Group, University of Chicago Press"
P6,"Dime alguna editorial que haya publicado el libro Nach der ""Stunde Null""",Herbert Utz
P6,Dime alguna editorial que haya publicado el libro Avrupa'da Insan Haklari,Iletisim Yayincilik
P6,Dime alguna editorial que haya publicado el libro Der Vogel auf dem Tisch,Die Arche
P6,"Dime alguna editorial que haya publicado el libro Texas Rangers, the (Bob & Bobette)","Harveys Books, Ravette"
P6,Dime alguna editorial que haya publicado el libro Muerte en Venencia/ Death in Venencia (Peliculas),Ediciones Paidos Iberica
P6,Dime alguna editorial que haya publicado el libro T︠S︡vety zla ; Stikhotvorenii︠a︡ v proze ; Dnevniki,"""Vysshai︠a︡ shkola"""
P6,Dime alguna editorial que haya publicado el libro História do pensamento político ocidental,Almedina
P6,Dime alguna editorial que haya publicado el libro Building a Smarter Community,"ESRI, Incorporated"
P6,Dime alguna editorial que haya publicado el libro Les belles fidèles,"Centre de traduction littéraire, Université de Lausanne"
P6,Dime alguna editorial que haya publicado el libro Seid verschlungen Billionen -,Tributsch
P6,Dime alguna editorial que haya publicado el libro Livro da dança,Assírio & Alvim
P6,Dime alguna editorial que haya publicado el libro Hairdressing and Barbering : Level 1,Taylor & Francis Group
P6,Dime alguna editorial que haya publicado el libro ESTE LIBRO ARDE ENTRE MIS MANOS,"Huerga y Fierro Editores, S.L.U."
P6,Dime alguna editorial que haya publicado el libro Fuori,Rizzoli
P6,Dime alguna editorial que haya publicado el libro Yvain,"Flammarion, Larousse, Librairie Générale Française, Livre de Poche, Manchester University Press, Yale University Press"
P6,Dime alguna editorial que haya publicado el libro The way,"Doubleday, Scepter, Scepter Publishers"
P6,Dime alguna editorial que haya publicado el libro Lecciones de asesinos expertos,"La esfera cultural, Lulu.com"
P6,Dime alguna editorial que haya publicado el libro Collected Stories,Penguin Random House
P6,Dime alguna editorial que haya publicado el libro Um imaginário europeu,Caminho
P6,Dime alguna editorial que haya publicado el libro Personal Certainty,Angelico Press
P6,Dime alguna editorial que haya publicado el libro O mar que a gente faz,Saída de Emergência Edições
P6,Dime alguna editorial que haya publicado el libro Gilliam on Gilliam (Directors on Directors),Faber & Faber
P6,Dime alguna editorial que haya publicado el libro Rozmowy zagraniczne 1979-2003,Wydawnictwo Literackie
P6,Dime alguna editorial que haya publicado el libro Großvater und die Schmuggler,Hanser
P6,Dime alguna editorial que haya publicado el libro Sepharad '92,[s.n.]
P6,Dime alguna editorial que haya publicado el libro Norrlands akvavit,"Norstedt, Norstedts"
P6,Dime alguna editorial que haya publicado el libro Thomas and Mary,Penguin Random House
P6,Dime alguna editorial que haya publicado el libro Fractals,"Films for the Humanities & Sciences, Spektrum"
P6,Dime alguna editorial que haya publicado el libro Judge Savage,Penguin Random House
P6,"Dime alguna editorial que haya publicado el libro Trial and Speeches of Alexander Berkman and Emma Goldman in the United States District Court, in the City of New York, July, 1917","Adamant Media Corporation, Creative Media Partners, LLC"
P6,Dime alguna editorial que haya publicado el libro Dr Wächtersämmi und anderi Gschichte,Sauerländer
P6,Dime alguna editorial que haya publicado el libro Az angol lobogó,Magvető
P6,"Dime alguna editorial que haya publicado el libro Le Corbusier, voyages, royonnement international",La Foundation
P6,"Dime alguna editorial que haya publicado el libro Vegetation and Land Use in the Math.ews Range Area, Samburu-District, Kenya","Gebruder Borntraeger Verlagsbuchhandlung, Science Publishers"
P6,Dime alguna editorial que haya publicado el libro Grossvater und Halbbruder,Ammann
P6,Dime alguna editorial que haya publicado el libro Alla de stillsamma döda,Norstedts Pocket
