Tipo,Pregunta,Respuesta
P4,"¿Cual es la categoria o genero del libro ""High tide in Tucson""?","['American Authors', 'Natural history', 'Nonfiction', 'Large type books', 'Family', 'American essays', 'Literary Anthologies', 'American essays, 20th century', 'Communities']"
P4,"¿Cual es la categoria o genero del libro ""Sorrow's Kitchen""?","['Biography', 'Juvenile literature', 'Authors, American', 'African American authors', 'African Americans', 'Folklorists', 'Harlem Renaissance', 'Folklore', 'African American women novelists', 'Women folklorists']"
P4,"¿Cual es la categoria o genero del libro ""Getting started""?","['Biography', 'Correspondence', 'Intellectual life', 'Canadian Authors', 'History', 'Biographies', 'Canadians', 'Histoire', 'Authors, Canadian', 'Ecrivains canadiens-anglais']"
P4,"¿Cual es la categoria o genero del libro ""A dictionary of North American authors deceased before 1950""?","['Biography', 'American Authors', 'Canadian Authors', 'Dictionaries', 'American Authors', 'Canadian Authors']"
P4,"¿Cual es la categoria o genero del libro ""Between gods""?","['Biography', 'Canadian Authors', 'Authors, biography', 'Women, biography', 'Jews, biography', 'Jewish women', 'Conversion', 'Judaism', 'Conversion, judaism', 'Biography']"
P4,"¿Cual es la categoria o genero del libro ""A correspondence between John Sterling and Ralph Waldo Emerson""?","['American Authors', 'Correspondence', 'English Authors']"
P4,"¿Cual es la categoria o genero del libro ""The world of Farley Mowat""?","['Biography', 'Description and travel', 'Canadian Authors', 'Fiction, general', 'Newfoundland', 'Northern Canada', 'Siberia (Russia)', 'Siberia (russia), description and travel', 'Canada, description and travel']"
P4,"¿Cual es la categoria o genero del libro ""David Adams Richards of the Miramichi""?","['Biography', 'Canadian Authors', 'Criticism and interpretation', 'History', 'General', 'Literary', 'BIOGRAPHY & AUTOBIOGRAPHY', 'LITERARY CRITICISM', 'American', 'Authors, canadian']"
P4,"¿Cual es la categoria o genero del libro ""Prietita and the Ghost Woman / Prietita y la Llorona""?","['Folklore', 'Mexican Americans', 'American authors', 'Llorona (Legendary character)', 'Mexican American authors', 'Mexican American women authors', 'Hispanic American authors', 'Hispanic American women authors', 'Chicana authors', 'American women authors']"
P4,"¿Cual es la categoria o genero del libro ""The voice gallery""?","['Biography', 'Canadian Authors', 'Travel', 'Voyages and travels', 'Canadians', 'Patients', 'Authors, Canadian', 'Diseases', 'Throat']"
P4,"¿Cual es la categoria o genero del libro ""Who, me?""?","['Biography', 'American Authors']"
P4,"¿Cual es la categoria o genero del libro ""West of Sunset""?","['American Authors', 'Fiction', 'History', 'General', 'Literary', 'Historical', 'Biographical', 'Biographical fiction', 'Historical fiction', 'FICTION / Literary']"
P4,"¿Cual es la categoria o genero del libro ""A Girl Named Zippy""?","['Biography', 'Social life and customs', 'Girls', 'Nonfiction', 'Biography & Autobiography', 'Childhood and youth', 'Personal narratives', 'City and town life', 'Kimmel, Haven, -- 1965- -- Childhood and youth', 'Girls -- Indiana -- Mooreland -- Biography']"
P4,"¿Cual es la categoria o genero del libro ""The Complete Stories""?","['American Authors', 'Fiction, short stories (single author)', 'Short stories', 'American Short stories']"
P4,"¿Cual es la categoria o genero del libro ""The writers directory""?","['American Authors', 'Canadian Authors', 'English Authors', 'Directories']"
P4,"¿Cual es la categoria o genero del libro ""Sweet Assorted""?","['Biography', 'Canadian Authors', 'Anecdotes', 'Authors, Canadian (English)', 'Jazz musicians, biography', 'Files (Records)', 'Clippings (Books, newspapers, etc.)', 'Souvenirs (Keepsakes)']"
P4,"¿Cual es la categoria o genero del libro ""Seriously not all right""?","['Biography', 'American Authors', 'Patients', 'Diplomats', 'War correspondents', 'Modern Military history', 'Intelligence officers', 'Post-traumatic stress disorder', 'World politics', 'Veterans Writing Project']"
P4,"¿Cual es la categoria o genero del libro ""Winter Journal""?","['Biography', 'American Authors', 'Écrivains américains', 'Authors, american', 'Biographies', 'Authors, biography', 'Large type books', 'Auster, paul, 1947-']"
P4,"¿Cual es la categoria o genero del libro ""Atlantic provinces literature colloquium papers =""?","['Homes and haunts', 'Intellectual life', 'Canadian Authors', 'History and criticism', 'Canadian literature', 'In literature', 'Congresses', 'French-Canadian literature']"
P4,"¿Cual es la categoria o genero del libro ""Sand for Snow""?","['Biography', 'Canadian Authors', 'Authors, canadian', 'Black Canadians', 'Blacks, canada', 'Barbados', 'West indies, description and travel']"
P4,"¿Cual es la categoria o genero del libro ""City Boy""?","['Biography', 'Homes and haunts', 'American Authors', 'Intellectual life', 'Authors, american', 'Authors, biography', 'Gay men', 'Nineteen seventies', 'Nineteen sixties', 'Gay culture']"
P4,"¿Cual es la categoria o genero del libro ""Henry James at work""?","['Biography', 'American Authors', 'James, henry, 1843-1916', 'Memorial bookplates', 'Class of 1941', 'Whitman College']"
P4,"¿Cual es la categoria o genero del libro ""Adventures in friendship""?","['Biography', 'Homes and haunts', 'American Authors', 'Social life and customs', 'Intellectual life', 'Christmas', 'Authors, biography', 'Country life', 'Farm life', 'Farm life, united states']"
P4,"¿Cual es la categoria o genero del libro ""Some of the kinder planets""?","['Canadian Authors', 'Short stories', ""Children's fiction"", 'Canadian Short stories', 'Canadian fiction', ""Children's stories, Canadian""]"
P4,"¿Cual es la categoria o genero del libro ""Manuscrisul din tren""?","['Biography', 'Canadian Authors', 'Romanian Authors']"
P4,"¿Cual es la categoria o genero del libro ""The life and letters of Washington Irving""?","['Biography', 'American Authors', 'Correspondence']"
P4,"¿Cual es la categoria o genero del libro ""Letters of E. B. White""?","['American Authors', 'Correspondence', 'American wit and humor', 'Authors, american', 'Authors, biography', 'Authors, correspondence', 'White, e. b. (elwyn brooks), 1899-1985']"
P4,"¿Cual es la categoria o genero del libro ""Thomas Chandler Haliburton""?","['Biography', 'Canadian Authors', 'In literature', 'Humorists', 'Canadian Humorists', 'Judges', 'Nova Scotia in literature']"
P4,"¿Cual es la categoria o genero del libro ""Poe's Helen""?","['Biography', 'American Authors', 'History', 'Relations with women', 'Women and literature']"
P4,"¿Cual es la categoria o genero del libro ""A dictionary of American authors""?","['Biography', 'American Authors', 'American literature', 'Bibliography', 'Biografie', 'Bio-bibliography', 'Dictionaries', 'America', 'Schriftsteller', 'Schrijvers']"
P4,"¿Cual es la categoria o genero del libro ""The Swell Season""?","['Canadian authors', 'Czech fiction', 'Translations into English']"
P4,"¿Cual es la categoria o genero del libro ""Self-consciousness""?","['Biography', 'American Authors', 'Biographies', 'American Novelists', 'Authors, biography', 'Autobiographie', 'Biographie', 'New York Times reviewed', 'Romanciers américains', 'Updike, john, 1932-2009']"
P4,"¿Cual es la categoria o genero del libro ""Making it""?","['Biography', 'American Authors', 'Intellectuals', 'Critics', 'United states, intellectual life', 'Success']"
P4,"¿Cual es la categoria o genero del libro ""Guns and magnolias""?","['Biography', 'Homes and haunts', 'Canadian Authors', 'History', 'Biographies', 'Personal narratives', 'Homes', 'Authors, Canadian', 'Authors, Canadian (English)', 'Guerre sino-japonaise, 1937-1945']"
P4,"¿Cual es la categoria o genero del libro ""Characterization in the novels of L. M. Montgomery""?",['Canadian Authors']
P4,"¿Cual es la categoria o genero del libro ""Far from the rowan tree""?","['Biography', 'Canadian Authors', 'Scottish Authors', 'Emigration and immigration', 'Authors, Canadian', 'Scots', 'Authors, Scottish']"
P4,"¿Cual es la categoria o genero del libro ""The best known woman in Prince Edward Island""?",['Canadian Authors']
P4,"¿Cual es la categoria o genero del libro ""Fennel and Rue""?","['American Authors', 'Fiction', 'Classic Literature', 'Library', 'Personal copy', 'Mothers and sons', 'Man-woman relationships', 'Dysfunctional families', 'American fiction']"
P4,"¿Cual es la categoria o genero del libro ""Journals""?","['American Authors', 'Authors, American', 'Diaries', 'Emerson, ralph waldo, 1803-1882']"
P4,"¿Cual es la categoria o genero del libro ""Hong ye liu meng""?","['Biography', 'Canadian Authors']"
P4,"¿Cual es la categoria o genero del libro ""In the Shadow of the American Dream""?","['American Authors', 'Authors, American', 'Diaries', 'Authors, biography', 'Artists', 'Gay men', 'Patients', 'Artists, united states', 'AIDS (Disease)', 'Aids (disease), united states']"
P4,"¿Cual es la categoria o genero del libro ""Notes of A Son and Brother""?","['Biography', 'American Authors', 'American fiction (fictional works by one author)']"
P4,"¿Cual es la categoria o genero del libro ""The flowering of New England""?","['Homes and haunts', 'American Authors', 'Intellectual life', 'History and criticism', 'Literature', 'American literature', 'Civilization', 'In literature']"
P4,"¿Cual es la categoria o genero del libro ""Exposing culture""?","['Canadian Authors', 'Interviews', 'Artists', 'Canadian Arts']"
P4,"¿Cual es la categoria o genero del libro ""Lucy Larcom""?","['Biography', 'American Authors', '19th century', 'Authors, American', 'Larcom, Lucy,', '1824-1893', 'Larcom, Lucy', 'Literature: Classics']"
P4,"¿Cual es la categoria o genero del libro ""Don't let them smell the lobsters cooking""?","['Biography', 'Canadian Authors', 'Biographies', 'Anecdotes', 'Authors, Canadian (English)', 'Écrivains canadiens-anglais']"
P4,"¿Cual es la categoria o genero del libro ""Roots and wings""?","['Biography', 'Canadian Authors', 'Biographies', 'Authors, Canadian (English)', 'Ecrivains canadiens-anglais']"
P4,"¿Cual es la categoria o genero del libro ""Edgar Poe and his critics""?","['Biography', 'American Authors', 'Criticism and interpretation', 'History', 'American Poets', 'Psychological aspects', 'Authorship', 'Psychological aspects of Authorship', 'Psychology']"
P4,"¿Cual es la categoria o genero del libro ""Bindy's Moon""?","['Canadian Authors', 'Écrivains canadiens']"
P4,"¿Cual es la categoria o genero del libro ""Grey Owl""?","['Biography', 'Canadian Authors', 'Indians of North America', 'Authors, Canadian', 'Conservationists', 'Indian philosophy', 'Human ecology', 'Biography', 'Canadian Authors', 'Biographies']"
P4,"¿Cual es la categoria o genero del libro ""Letter to my daughter""?","['Biography', 'Homes and haunts', 'American Authors', 'Nonfiction', 'African American authors', 'Biography & Autobiography', 'Angelou, maya, 1928-2014', 'Women, united states, biography', 'Long Now Manual for Civilization', 'African american women']"
P4,"¿Cual es la categoria o genero del libro ""All God's children need traveling shoes""?","['Biography', 'American Authors', 'Nonfiction', 'Entertainers', 'African American authors', 'Biography & Autobiography', 'American Women authors', 'African American women', 'Sociology', 'Biography/Autobiography']"
P4,"¿Cual es la categoria o genero del libro ""Life in letters of William Dean Howells""?","['American Authors', 'Correspondence', 'Bibliography']"
P4,"¿Cual es la categoria o genero del libro ""Too young to fight""?","['Biography', 'Canadian Authors', 'Children', 'World War, 1939-1945', 'Canadian Personal narratives', 'World war, 1939-1945, personal narratives', 'Children and war']"
P4,"¿Cual es la categoria o genero del libro ""Archibald MacMechan""?","['Biography', 'Canadian Authors', 'Criticism and interpretation', 'Authors, biography', 'Authors, canadian']"
P4,"¿Cual es la categoria o genero del libro ""Spirit River to Angels' Roost""?","['Biography', 'Canadian Authors']"
P4,"¿Cual es la categoria o genero del libro ""Letters of Marshall McLuhan""?","['Correspondence', 'Canadian Authors', '20th century', 'Authors, Canadian (English)', 'Mass media specialists', 'Mass media', 'Mcluhan, marshall, 1911-1980', 'Correspondence', 'Canadian Authors', 'Mass media']"
P4,"¿Cual es la categoria o genero del libro ""Backgrounds of literature""?","['Homes and haunts', 'American Authors', 'Authors', 'English Authors', 'Literary landmarks']"
P4,"¿Cual es la categoria o genero del libro ""The Canadian West in fiction""?","['Homes and haunts', 'Intellectual life', 'Canadian Authors', 'History and criticism', 'In literature', 'Western stories', 'Canadian fiction', 'Canada in literature', 'Intellectual life.', 'Prairie Provinces in literature']"
P4,"¿Cual es la categoria o genero del libro ""Scotia story tellers""?","['Homes and haunts', 'Intellectual life', 'Canadian Authors', 'History and criticism', 'Canadian literature', 'In literature', 'Interviews']"
P4,"¿Cual es la categoria o genero del libro ""Gabrielle Roy""?","['Biography', 'Canadian Authors', 'Biographies', 'Authors, biography', 'Authors, Canadian', 'Novelists, French-Canadian', 'Authors, Canadian (French)', 'Écrivains québécois', 'Ecrivains quebecois']"
P4,"¿Cual es la categoria o genero del libro ""Dropped Threads""?","['Biography', 'Canadian Authors', 'Canadian Women authors', 'Women authors', 'Canadian literature', 'Women', 'Literary collections', 'Women and literature', 'Canadian prose literature', 'feminsim']"
P5,"¿Qué editoriales han publicado el libro ""Les Adieux du Québec à Félix Leclerc""?",['Presses Laurentiennes']
P5,"¿Qué editoriales han publicado el libro ""Rollo at play""?","['Independently Published', 'Creative Media Partners, LLC', 'SMK Books', 'IndyPublish', 'Kessinger Publishing, LLC', 'Dodo Press', 'IndyPublish.com']"
P5,"¿Qué editoriales han publicado el libro ""Letters from Ralph Waldo Emerson to a friend, 1838-1853""?","['Kessinger Publishing, LLC', 'Kennikat Press']"
P5,"¿Qué editoriales han publicado el libro ""My dear Susan Ann""?",['Jesperson Press']
P5,"¿Qué editoriales han publicado el libro ""Lives of Mothers & Daughters""?","['McClelland & Stewart', 'Union Square Press']"
P5,"¿Qué editoriales han publicado el libro ""Selected letters of Henry James""?","['Farrar Straus Giroux', 'Rosellina Archinto']"
P5,"¿Qué editoriales han publicado el libro ""Loving enemy""?",['R.H. Shaw']
P5,"¿Qué editoriales han publicado el libro ""Dawn""?","['Black Sparrow Press', 'Kessinger Publishing, LLC']"
P5,"¿Qué editoriales han publicado el libro ""Life of Henry Wadsworth Longfellow""?","['Kessinger Publishing, LLC', 'W. Scott', 'Kennikat Press']"
P5,"¿Qué editoriales han publicado el libro ""Confessions of an immigrant's daughter""?",['University of Toronto Press']
P5,"¿Qué editoriales han publicado el libro ""The points of my compass""?",['HarperCollins']
P5,"¿Qué editoriales han publicado el libro ""Literary New York""?","['Scholarly Publishing Office, University of Michigan Library']"
P5,"¿Qué editoriales han publicado el libro ""Beyond the blue mountains""?",['Fitzhenry & Whiteside']
P5,"¿Qué editoriales han publicado el libro ""Great spiritual writers of America""?","['University Press of the Pacific', 'Books for Libraries Press', 'Kessinger Publishing, LLC']"
P5,"¿Qué editoriales han publicado el libro ""West of Sunset""?","['Penguin Publishing Group', 'Penguin UK', 'Viking', 'Rowohlt Verlag GmbH', 'Center Point Large Print', 'Allen & Unwin']"
P5,"¿Qué editoriales han publicado el libro ""My father's son""?","['D&M Publishers Incorporated', 'Key Porter Books', 'McClelland and Bantam', 'Random House of Canada Ltd', 'Key Porter Books Ltd ,Canada', 'Houghton Mifflin']"
P5,"¿Qué editoriales han publicado el libro ""The Artifact""?","['Salvo Press', 'Start Publishing LLC', 'Blackstone Audiobooks']"
P5,"¿Qué editoriales han publicado el libro ""A son of the middle border""?","['University of Nebraska Press', 'Blackstone Audiobooks', 'Kessinger Publishing, LLC', 'Borealis Books', 'Scholarly Pr', 'Folcroft Library Editions', 'Brousson Press', 'Reprint Services Corp', 'Penguin Books']"
P5,"¿Qué editoriales han publicado el libro ""L' étrange vie et les étranges amours d'Edgar Poe""?","['Kessinger Publishing, LLC']"
P5,"¿Qué editoriales han publicado el libro ""Casoars  (Les)""?","['Éditions Varia', 'Varia']"
P5,"¿Qué editoriales han publicado el libro ""American outpost""?","['Reprint Services Corporation', 'Kennikat Press', 'Farrar & Rinehart, incorporated']"
P5,"¿Qué editoriales han publicado el libro ""The Kiss""?","['Harper Perennial', 'Bard/Avon Books', 'Soundelux Audio Publishing', 'Random House Trade Paperbacks', 'Random House', 'Random House Value Publishing', 'Fourth Estate']"
P5,"¿Qué editoriales han publicado el libro ""The Old Brewery Bay""?",['Dundurn Press']
P5,"¿Qué editoriales han publicado el libro ""Recollections of Louisa May Alcott, John Greenleaf Whittier, and Robert Browning, together with several memorial poems""?","['Norwood Editions', 'Read Books', 'Folcroft Library Editions']"
P5,"¿Qué editoriales han publicado el libro ""Aller retour New York""?","['New Directions', 'Hesperus']"
P5,"¿Qué editoriales han publicado el libro ""Leacock, a biography""?","['Stoddart Pub.', 'Stoddart']"
P5,"¿Qué editoriales han publicado el libro ""Sand for Snow""?",['DC Books']
P5,"¿Qué editoriales han publicado el libro ""Letters from the Sandwich Islands""?","['Reprint Services Corp', 'Haskell House']"
P5,"¿Qué editoriales han publicado el libro ""A writer's life""?",['Doubleday Canada']
P5,"¿Qué editoriales han publicado el libro ""Heathen days, 1890-1936""?","['Johns Hopkins University Press', 'Ams Pr Inc', 'AMS Press']"
P5,"¿Qué editoriales han publicado el libro ""Priestdaddy""?","['Audible Studios on Brilliance', 'Riverhead Books', 'Penguin Books, Limited']"
P5,"¿Qué editoriales han publicado el libro ""Thomas Wolfe""?","['Greenwood Press', 'Greenwood Press Reprint']"
P5,"¿Qué editoriales han publicado el libro ""A celebration of Arnie""?",['Life Rattle Press']
P5,"¿Qué editoriales han publicado el libro ""Rehearsals for Living""?",['Haymarket Books']
P5,"¿Qué editoriales han publicado el libro ""An American childhood""?","['HarperCollins', 'Picador', 'G.K. Hall', 'Tandem Library', 'Perennial Library', 'HarperPerennial', 'Harper & Row']"
P5,"¿Qué editoriales han publicado el libro ""Modern selves""?","['F. Cass', 'Taylor & Francis Group', 'Routledge']"
P5,"¿Qué editoriales han publicado el libro ""When the Earth Was Flat""?",['Not Avail']
P5,"¿Qué editoriales han publicado el libro ""Great writers of America""?","['R. West', 'Norwood Editions', 'Folcroft Library Editions']"
P5,"¿Qué editoriales han publicado el libro ""The way forward is with a broken heart""?","['Ballantine Books', 'Lübbe', ""Women's"", ""Women's Press."", 'Thorndike Press', 'Random House', ""The Women's Press"", 'Phoenix (an Imprint of The Orion Publishing Group Ltd )']"
P5,"¿Qué editoriales han publicado el libro ""Food Was Her Country""?",['Caitlin Press Inc.']
P5,"¿Qué editoriales han publicado el libro ""American prose masters: Cooper, Hawthorne, Emerson, Poe, Lowell, Henry James""?","['Barnes & Noble, Incorporated', 'Belknap Press', 'Harvard University Press', 'Kessinger Publishing, LLC']"
P5,"¿Qué editoriales han publicado el libro ""Timothy Findley""?",['ECW Press']
P5,"¿Qué editoriales han publicado el libro ""Prietita and the Ghost Woman / Prietita y la Llorona""?","[""Children's Press"", ""Children's Book Press"", 'Turtleback Books', 'Tandem Library']"
P5,"¿Qué editoriales han publicado el libro ""Those drinking days""?","['McGraw-Hill', 'Horizon Press', 'Mcgraw-Hill', 'Junction Books', 'Richard Schober d/b/a Tough Poets Press']"
P5,"¿Qué editoriales han publicado el libro ""The portable Sherwood Anderson""?","['Viking Adult', 'Viking Press', 'Penguin Books']"
P5,"¿Qué editoriales han publicado el libro ""Left hook""?",['Raincoast Books']
P5,"¿Qué editoriales han publicado el libro ""Dance on the Earth""?","['McClelland & Stewart', 'McClelland & Stewart Ltd']"
P5,"¿Qué editoriales han publicado el libro ""Love Junkie""?","['Bloomsbury', 'Bloomsbury Publishing USA', 'Audible Studios on Brilliance Audio', 'Bloomsbury Publishing Plc', 'Bloomsbury USA']"
P5,"¿Qué editoriales han publicado el libro ""Letters""?","['Belknap Press of Harvard University Press', 'Macmillan']"
P5,"¿Qué editoriales han publicado el libro ""Dropped threads 2""?",['Vintage Canada']
P5,"¿Qué editoriales han publicado el libro ""The Montreal Story Tellers""?",['Vehicule Pr']
P5,"¿Qué editoriales han publicado el libro ""The Oxford illustrated literary guide to Canada""?",['Oxford University Press']
P5,"¿Qué editoriales han publicado el libro ""A Girl Named Zippy""?","['Bradbury Trade biography', 'Highbridge Audio', 'ISIS', 'Broadway', 'Broadway Books', 'Tandem Library', 'Isis Large Print Books', 'Ulverscroft Large Print', 'Ebury Press', 'Turtleback Books Distributed by Demco Media', 'Doubleday']"
P5,"¿Qué editoriales han publicado el libro ""The Learned Blacksmith""?","['Garland Pub.', 'Garland Pub']"
P5,"¿Qué editoriales han publicado el libro ""Anybody can do anything""?","['Buccaneer Books', 'G.K. Hall', 'HarperCollins Publishers', 'University of Washington Press', 'George Mann Books', 'Joiner/Oriel Inc', 'Chivers']"
P5,"¿Qué editoriales han publicado el libro ""The dream""?","['Random House Publishing Group', 'Ballantine Books']"
P5,"¿Qué editoriales han publicado el libro ""Lost names""?","['Universe Books', 'University of California Press']"
P5,"¿Qué editoriales han publicado el libro ""Poe's Helen""?","['Haskell House Publishers', 'Norwood Editions', 'Kessinger Publishing, LLC', 'R. West', 'Kessinger Publishing', 'Folcroft Library Editions']"
P5,"¿Qué editoriales han publicado el libro ""In the body of the world""?","['Metropolitan Books', 'Macmillan Audio', 'Little, Brown Book Group Limited', 'Picador', 'Holt & Company, Henry', 'Dramatists Play Service, Inc.', 'Random House Canada']"
P5,"¿Qué editoriales han publicado el libro ""Outside the box""?","[""McGill-Queen's University Press""]"
P5,"¿Qué editoriales han publicado el libro ""Letter to the past""?",['Fitzhenry & Whiteside']
P5,"¿Qué editoriales han publicado el libro ""Thomas Chandler Haliburton""?",['Fitzhenry & Whiteside']
P5,"¿Qué editoriales han publicado el libro ""Murder in Montparnasse""?","['Viking', 'Editorial Caminho', 'Overlook TP', 'Overlook Press', 'Blackstone Audiobooks']"
P5,"¿Qué editoriales han publicado el libro ""The reluctant author""?",['New Orphic Publishers']
P5,"¿Qué editoriales han publicado el libro ""James Baldwin""?","['Bt Bound', 'Chelsea House', 'Melrose Square Pub. Co.', 'Holloway House Publishing Company', 'Holloway House Pub Co']"
P5,"¿Qué editoriales han publicado el libro ""Self-consciousness""?","['Penguin', 'Knopf', 'Fawcett', 'Random House Value Publishing', 'Andre Deutsch Ltd', 'Deutsch', 'Penguin Books Ltd']"
P5,"¿Qué editoriales han publicado el libro ""Heart of a Stranger""?","['Seal Books', 'McClelland and Stewart', 'Seal Book, McClelland & Stewart', 'University of Alberta Press', 'MacClelland & Stewart', 'McClelland and Stewart-Bantam']"
P5,"¿Qué editoriales han publicado el libro ""Kissing the Smoke Not a Career Guide""?",['Black Moss Press']
P5,"¿Qué editoriales han publicado el libro ""Sketches from Concord and Appledore""?","['IndyPublish.com', 'Kessinger Publishing']"
P5,"¿Qué editoriales han publicado el libro ""Syllabus of a course of lectures on California literature and its spirit""?","['Kessinger Publishing, LLC']"
P5,"¿Qué editoriales han publicado el libro ""Gone west""?",['Blue Dot Press']
P5,"¿Qué editoriales han publicado el libro ""Emerson in Concord""?","['Kessinger Publishing, LLC', 'Folcroft Library Editions']"
P5,"¿Qué editoriales han publicado el libro ""The way it was""?",['Lakeview Books']
P5,"¿Qué editoriales han publicado el libro ""The Afterlife""?","['Picador', 'Little, Brown Book Group Limited', 'Farrar, Straus & Giroux', 'Farrar, Straus and Giroux', 'LITTLE, BROWN & COMPANY']"
P5,"¿Qué editoriales han publicado el libro ""Maple leaves, 1894""?","['Creative Media Partners, LLC', 's.n.]', 'F. Carrel', 'Hunter, Rose', 'Printed for the author by Hunter, Rose', 'HardPress']"
P5,"¿Qué editoriales han publicado el libro ""The invisible thread""?","['Perfection Learning Prebound', 'J. Messner', 'Rebound by Sagebrush', ""Simon & Schuster Children's Publishing"", 'Beech Tree Paperback']"
P5,"¿Qué editoriales han publicado el libro ""Toutes celles que j'étais""?",['VLB éditeur']
P5,"¿Qué editoriales han publicado el libro ""The autobiography of Leroi Jones""?","['Chicago Review Press, Incorporated', 'Lawrence Hill Books', 'Lawrence Hill', 'Freundlich Books']"
P5,"¿Qué editoriales han publicado el libro ""Carver country""?","['Scribner', 'Pan Books', 'Anagrama', 'Arcade Publishing', 'The Quantuck Lane Press', 'Skyhorse Publishing Company, Incorporated', 'Pan Macmillan']"
P5,"¿Qué editoriales han publicado el libro ""Raw silk""?","['Bantam', 'Gollancz', 'Little, Brown', 'Open Road Integrated Media, Inc.', 'Pocket']"
P5,"¿Qué editoriales han publicado el libro ""A daughter of the middle border""?","['CreateSpace Independent Publishing Platform', 'Dover Publications', 'Literary Licensing, LLC', 'Peter Smith Pub', 'Pinnacle Press', 'Kessinger Publishing, LLC', 'Borealis Books', 'Scholarly Press']"
P5,"¿Qué editoriales han publicado el libro ""Momaday, Vizenor, Armstrong""?",['University of Oklahoma Press']
P5,"¿Qué editoriales han publicado el libro ""A comprehensive bibliography of English-Canadian short stories, 1950-1983""?",['ECW Press']
P5,"¿Qué editoriales han publicado el libro ""With Walt Whitman in Camden""?","['Southern Illinois University', 'Southern Illinois Univ Pr (Tx)']"
P5,"¿Qué editoriales han publicado el libro ""From someplace else""?",['ECW Press']
P5,"¿Qué editoriales han publicado el libro ""Je lis Montréal""?","[""Éditions de l'Homme""]"
P5,"¿Qué editoriales han publicado el libro ""Stephen Crane""?","['Aquila', 'Octagon Books', 'Farrar, Straus, Giroux', 'Cooper Square Press']"
P5,"¿Qué editoriales han publicado el libro ""A hell of mercy""?","['HarperOne', 'HarperCollins Publishers']"
P5,"¿Qué editoriales han publicado el libro ""Comrades and critics""?",['University of Toronto Press']
P5,"¿Qué editoriales han publicado el libro ""Sentiero dei nidi di ragno""?","['Shi pao wen hua chʻu pan chʻi yeh yu hsien kung ssu', 'Harper Perennial', 'Einaudi', 'Garzanti Italian', 'Jonathan Cape', 'Oscar Mondadori Editore', 'A. Mondadori', 'Mondadori', 'Ecco Press', 'Minŭmsa']"
P5,"¿Qué editoriales han publicado el libro ""Sombrero fallout""?","['Rebel Inc', 'Simon and Schuster', 'Arena']"
P5,"¿Qué editoriales han publicado el libro ""A peculiar treasure""?","['Buccaneer Books', 'Books On Tape', 'Doubleday', 'Reprint Services Corp', 'Books on Tape, Inc.']"
P5,"¿Qué editoriales han publicado el libro ""On My Way""?","['Perfection Learning Prebound', 'Scholastic Inc.', ""Putnam's"", 'Topeka Bindery', 'Listening Library', 'Putnam Juvenile', 'Turtleback Books Distributed by Demco Media']"
P5,"¿Qué editoriales han publicado el libro ""The jewel-hinged jaw""?","['Wesleyan University Press', 'Orion Publishing Group, Limited', 'Ultramarine Pub Co', 'Wesleyan', 'Berkley Pub. Corp.', 'Brand: Wesleyan', 'Berkley']"
P5,"¿Qué editoriales han publicado el libro ""Devil in deerskins: my life with Grey Owl""?","['New Press', 'PaperJacks']"
P5,"¿Qué editoriales han publicado el libro ""Canadian Literature""?",['Edinburgh University Press']
P5,"¿Qué editoriales han publicado el libro ""Afternoon Neighbors""?","['Reprint Services Corporation', 'Native American Books Distributor']"
P5,"¿Qué editoriales han publicado el libro ""The way home""?","['Atlas', 'Exact Change', 'Atlas Press']"
P5,"¿Qué editoriales han publicado el libro ""The Sound on the Page""?","['HarperCollins', 'Collins', 'HarperCollins Publishers']"
P5,"¿Qué editoriales han publicado el libro ""The madness of a seduced woman""?","['Dutton', 'Bantam', 'Hamish Hamilton', 'Plume', 'Pan', 'Penguin Books']"
